2022-10-18,28.152.650/0001-71,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,ESCEA2,CDI,CDI+,100.00,2027-05-25
2022-10-18,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Debênture,ESTC25,CDI,CDI+,100.00,2024-02-15
2022-10-18,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Debênture,YDUQ16,CDI,CDI+,100.00,2026-02-18
2022-10-18,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Debênture,BRYDUQDBS005,CDI,CDI+,100.00,2024-02-15
2022-10-18,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Debênture,YDUQ17,CDI,CDI+,100.00,2026-11-29
2022-10-18,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Debênture,YDUQ18,CDI,CDI+,100.00,2027-09-23
2022-10-18,56.643.018/0001-66,EUCATEX SA IND E COMERCIO,Debênture,ECTX15,IGPM,Outros,100.00,9999-12-31
2022-10-18,56.643.018/0001-66,EUCATEX SA IND E COMERCIO,Debênture,BREUCADBS003,CDI,CDI+,100.00,2022-12-02
2022-10-18,08.312.229/0001-73,EZ TEC EMPREEND. E PARTICIPAÇÕES S/A,Debênture,EZTC11,CDI,CDI+,100.00,2025-05-12
2022-10-18,12.489.315/0001-23,FERREIRA GOMES ENERGIA S.A.,Debênture,FGEN13,IPCA,IPCA+,100.00,2027-12-15
2022-10-18,00.924.429/0001-75,FERROVIA CENTRO ATLANTICA SA,Debênture,VSPT11,CDI,CDI+,100.00,2026-06-20
2022-10-18,09.257.877/0001-37,FERROVIA NORTE SUL S/A,Debênture,FENS11,CDI,CDI+,100.00,2026-06-07
2022-10-18,02.312.666/0001-00,FG TRUST SA,Debênture,FGTR11,PRE,PRE,100.00,9999-01-01
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY13,CDI,CDI+,100.00,2022-11-24
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY24,CDI,CDI+,100.00,2023-04-27
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY15,CDI,CDI+,100.00,2024-12-16
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY25,CDI,CDI+,100.00,2027-12-16
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY16,CDI,CDI+,100.00,2025-07-08
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY26,CDI,CDI+,100.00,2026-07-08
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY36,CDI,CDI+,100.00,2028-07-08
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY17,CDI,CDI+,100.00,2027-04-22
2022-10-18,60.840.055/0001-31,FLEURY SA,Debênture,FLRY27,CDI,CDI+,100.00,2029-04-22
2022-10-18,92.781.335/0001-02,TAURUS ARMAS S.A.,Debênture,FORJ13,CDI,CDI+,100.00,2022-12-21
2022-10-18,88.610.126/0001-29,FRAS-LE SA,Debênture,FRAS13,CDI,CDI+,100.00,2027-06-15
2022-10-18,88.610.126/0001-29,FRAS-LE SA,Debênture,FRAS14,CDI,CDI+,100.00,2027-07-15
2022-10-18,09.288.252/0001-32,ANIMA HOLDING S/A,Debênture,ANIM11,CDI,CDI+,100.00,2023-05-29
2022-10-18,09.288.252/0001-32,ANIMA HOLDING S/A,Debênture,ANIM12,CDI,CDI+,100.00,2024-11-11
2022-10-18,09.288.252/0001-32,ANIMA HOLDING S/A,Debênture,ANIM13,CDI,CDI+,100.00,2023-04-15
2022-10-18,09.288.252/0001-32,ANIMA HOLDING S/A,Debênture,ANIM23,CDI,CDI+,100.00,2027-04-15
2022-10-18,01.545.826/0001-07,GAFISA SA,Debênture,INHA10,IPCA,IPCA+,100.00,2023-12-15
2022-10-18,01.545.826/0001-07,GAFISA SA,Debênture,GFSAA7,CDI,%CDI,100.00,2024-12-14
2022-10-18,01.545.826/0001-07,GAFISA SA,Debênture,GFSAB7,CDI,%CDI,100.00,2024-12-14
2022-10-18,08.764.621/0001-53,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,Debênture,GSHP11,IPCA,IPCA+,100.00,2099-03-26
2022-10-18,33.611.500/0001-19,GERDAU S.A.,Debênture,GGBRA5,CDI,%CDI,106.50,2022-11-21
2022-10-18,33.611.500/0001-19,GERDAU S.A.,Debênture,GGBRA6,CDI,%CDI,105.50,2023-05-06
2022-10-18,33.611.500/0001-19,GERDAU S.A.,Debênture,GGBRB6,CDI,%CDI,107.25,2026-05-06
2022-10-18,06.164.253/0001-87,GOL LINHAS AEREAS INTELIGENTES SA,Debênture,BRGOLLDBP005,DOLAR,Outros,100.00,
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR12,CDI,%CDI,107.75,2023-01-11
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR13,CDI,CDI+,100.00,2023-08-31
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR23,CDI,CDI+,100.00,2024-08-31
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR14,CDI,CDI+,100.00,2023-11-27
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR24,CDI,CDI+,100.00,2025-11-27
2022-10-18,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Debênture,GUAR15,CDI,CDI+,100.00,2027-05-10
2022-10-18,56.444.250/0001-75,HAUSCENTER SA,Debênture,HAUS12,IGPM,Outros,100.00,9999-01-01
2022-10-18,92.749.225/0001-63,HERCULES S/A - FABRICA DE TALHERES,Debênture,HERT13,IGPM,Outros,100.00,0000-00-00
2022-10-18,12.648.327/0001-53,HIDROVIAS DO BRASIL S.A.,Debênture,HBSA11,IPCA,IPCA+,100.00,2028-10-15
2022-10-18,12.648.327/0001-53,HIDROVIAS DO BRASIL S.A.,Debênture,HBSA21,IPCA,IPCA+,100.00,2031-10-15
2022-10-18,12.648.327/0001-53,HIDROVIAS DO BRASIL S.A.,Debênture,HBSA12,CDI,CDI+,100.00,2027-07-20
2022-10-18,12.648.327/0001-53,HIDROVIAS DO BRASIL S.A.,Debênture,HBSA22,CDI,CDI+,100.00,2029-07-20
2022-10-18,00.924.432/0001-99,HOPI HARI SA,Debênture,PQTM11,INPC,Outros,100.00,2039-06-18
2022-10-18,00.924.432/0001-99,HOPI HARI SA,Debênture,PQTM21,INPC,Outros,100.00,2039-06-18
2022-10-18,00.924.432/0001-99,HOPI HARI SA,Debênture,PQTM31,INPC,Outros,100.00,2039-06-18
2022-10-18,00.924.432/0001-99,HOPI HARI SA,Debênture,PQTM41,INPC,Outros,100.00,2039-06-18
2022-10-18,00.924.432/0001-99,HOPI HARI SA,Debênture,PLAY13,INPC,Outros,100.00,2024-06-18
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN01,IGPM,Outros,100.00,0000-00-00
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN11,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN21,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN31,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN41,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN51,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN61,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN71,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN81,IGPM,Outros,100.00,
2022-10-18,00.949.959/0001-78,HOSPITAL LA SANTE SA,Debênture,HSAN91,IGPM,Outros,100.00,
2022-10-18,53.518.684/0001-84,BANCO HSBC S.A.,Debênture,CCFL11,ANBID,Outros,100.00,0000-00-00
2022-10-18,53.518.684/0001-84,BANCO HSBC S.A.,Debênture,CCFL12,CDI,CDI+,100.00,
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX13,IGPM,Outros,100.00,9999-01-01
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX31,IGPM,Outros,100.00,
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX41,IGPM,Outros,100.00,
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX51,IGPM,Outros,100.00,
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX61,IGPM,Outros,100.00,
2022-10-18,67.760.702/0001-44,HSBX BAURU EMPREENDIMENTOS SA,Debênture,HSBX71,IGPM,Outros,100.00,
2022-10-18,01.180.474/0001-25,HYDE PARK SA,Debênture,HYDE21,ANBID,Outros,100.00,9999-12-31
2022-10-18,01.180.474/0001-25,HYDE PARK SA,Debênture,HYDE31,ANBID,Outros,100.00,9999-12-31
2022-10-18,81.304.727/0001-64,IGUACU CELULOSE PAPEL SA,Debênture,IGCP11,IGPM,Outros,100.00,9999-12-31
2022-10-18,81.304.727/0001-64,IGUACU CELULOSE PAPEL SA,Debênture,IGCP21,IGPM,Outros,100.00,9999-12-31
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTA17,CDI,%CDI,107.50,2024-09-20
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTA27,CDI,CDI+,100.00,2024-09-20
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTA37,CDI,%CDI,109.00,2024-09-20
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTA19,CDI,CDI+,100.00,2023-05-28
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTAA0,CDI,CDI+,100.00,2025-09-28
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTAB0,CDI,CDI+,100.00,2027-09-28
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTAA1,CDI,CDI+,100.00,2026-06-24
2022-10-18,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Debênture,IGTAB1,CDI,CDI+,100.00,2028-06-24
2022-10-18,09.054.385/0001-44,INBRANDS SA,Debênture,INBD14,CDI,CDI+,100.00,2023-10-12
2022-10-18,09.054.385/0001-44,INBRANDS SA,Debênture,INBD24,CDI,CDI+,100.00,2023-10-12
2022-10-18,09.054.385/0001-44,INBRANDS SA,Debênture,INBD34,CDI,CDI+,100.00,2023-10-12
2022-10-18,76.627.504/0001-06,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Debênture,INPR12,IGPM,Outros,100.00,9999-12-31
2022-10-18,76.627.504/0001-06,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Debênture,INPR17,CDI,%CDI,50.00,2099-12-31
2022-10-18,76.627.504/0001-06,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Debênture,INPR18,CDI,%CDI,50.00,2099-12-28
2022-10-18,76.627.504/0001-06,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Debênture,INPR19,CDI,%CDI,50.00,2099-12-28
2022-10-18,76.627.504/0001-06,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Debênture,BRINEPDBO036,CDI,CDI+,100.00,
2022-10-18,03.758.318/0001-24,INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR,Debênture,IVPR13,IPCA,IPCA+,100.00,2024-08-31
2022-10-18,03.758.318/0001-24,INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR,Debênture,IVPR15,IPCA,IPCA+,100.00,2024-08-31
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,MAXI11,INPC,Outros,100.00,
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCH18,CDI,CDI+,100.00,2023-03-26
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCH19,CDI,CDI+,100.00,2024-02-11
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCH29,CDI,CDI+,100.00,2026-02-11
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCH10,CDI,CDI+,100.00,2024-09-16
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCHA1,CDI,CDI+,100.00,2025-04-15
2022-10-18,61.156.113/0001-75,IOCHPE-MAXION SA,Debênture,IOCHB1,CDI,CDI+,100.00,2027-04-15
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA12,CDI,%CDI,106.90,2024-05-24
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA13,CDI,CDI+,100.00,2030-12-15
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA14,CDI,CDI+,100.00,2027-06-15
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA24,CDI,CDI+,100.00,2031-06-15
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA15,CDI,CDI+,100.00,2025-08-08
2022-10-18,61.532.644/0001-15,ITAUSA S.A.,Debênture,ITSA25,CDI,CDI+,100.00,2025-08-08
2022-10-18,00.185.041/0001-08,ITIQUIRA ENERGÉTICA S/A,Debênture,ITQR11,CDI,CDI+,100.00,2027-06-15
2022-10-18,14.998.371/0001-19,J.MACEDO S/A,Debênture,JMCD13,CDI,CDI+,100.00,2024-09-23
2022-10-18,60.543.816/0001-93,IGUATEMI S.A.,Debênture,LFON11,IGPD,Outros,100.00,9999-12-31
2022-10-18,60.543.816/0001-93,IGUATEMI S.A.,Debênture,LFON21,IGPD,Outros,100.00,2024-07-01
2022-10-18,08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,Debênture,JHSP15,CDI,%CDI,100.00,2025-12-18
2022-10-18,08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,Debênture,JHSF1A,CDI,CDI+,100.00,2023-06-25
2022-10-18,08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,Debênture,JHSFA1,CDI,CDI+,100.00,2027-01-21
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSML10,CDI,CDI+,100.00,2028-09-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLA1,CDI,CDI+,100.00,2028-09-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLA2,CDI,CDI+,100.00,2028-09-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLA3,CDI,CDI+,100.00,2024-05-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLB3,CDI,CDI+,100.00,2026-05-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLA4,CDI,%CDI,115.20,2023-11-20
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLA5,CDI,CDI+,100.00,2031-01-15
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSMLB5,IPCA,IPCA+,100.00,2031-09-15
2022-10-18,52.548.435/0001-79,JSL S.A.,Debênture,JSLGA5,CDI,CDI+,100.00,2028-10-20
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,SSED21,CDI,CDI+,100.00,2023-08-15
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,SSED31,IPCA,IPCA+,100.00,2025-08-15
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,KROT11,CDI,CDI+,100.00,2024-04-15
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,COGN16,CDI,CDI+,100.00,2025-09-20
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,COGN17,CDI,CDI+,100.00,2024-08-20
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,COGN27,CDI,CDI+,100.00,2026-08-20
2022-10-18,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Debênture,BRCOGNDBS004,CDI,CDI+,100.00,2024-04-15
2022-10-18,01.917.818/0001-36,LIGHT ENERGIA S.A.,Debênture,LGTE13,CDI,%CDI,100.00,2026-06-04
2022-10-18,01.917.818/0001-36,LIGHT ENERGIA S.A.,Debênture,LGTE17,IPCA,IPCA+,100.00,2028-07-15
2022-10-18,01.917.818/0001-36,LIGHT ENERGIA S.A.,Debênture,LGTE27,IPCA,IPCA+,100.00,2028-07-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LSVE18,CDI,%CDI,100.00,2026-06-04
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LSVE29,IPCA,IPCA+,100.00,2023-05-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHA5,IPCA,IPCA+,100.00,2025-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHB6,CDI,CDI+,100.00,2024-04-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHC6,CDI,CDI+,100.00,2025-04-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHB7,CDI,CDI+,100.00,2024-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHD7,IPCA,IPCA+,100.00,2026-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHA9,IPCA,IPCA+,100.00,2025-07-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHB0,IPCA,IPCA+,100.00,2025-08-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGH1B,CDI,CDI+,100.00,2025-01-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHD2,IPCA,IPCA+,100.00,2031-04-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHC3,CDI,CDI+,100.00,2026-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHD3,CDI,CDI+,100.00,2028-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,BRLIGHDBS0R7,CDI,CDI+,100.00,2026-10-15
2022-10-18,60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,Debênture,LIGHB4,CDI,CDI+,100.00,2024-04-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA2,CDI,CDI+,100.00,2024-05-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA3,CDI,%CDI,109.35,2023-02-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTB3,CDI,%CDI,111.30,2025-02-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTC4,CDI,%CDI,107.90,2024-01-18
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTD4,CDI,%CDI,112.32,2026-09-18
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA5,CDI,%CDI,107.25,2026-04-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA6,CDI,CDI+,100.00,2026-01-25
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA7,IPCA,IPCA+,100.00,2031-03-15
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA8,CDI,CDI+,100.00,2026-10-05
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTA9,CDI,CDI+,100.00,2027-02-25
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTB9,CDI,CDI+,100.00,2029-02-25
2022-10-18,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Debênture,LORTB1,CDI,CDI+,100.00,2027-07-15
2022-10-18,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Debênture,LOGGA2,CDI,CDI+,100.00,2027-12-25
2022-10-18,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Debênture,LOGGA4,CDI,%CDI,117.00,2023-11-19
2022-10-18,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Debênture,LOGGA7,CDI,%CDI,116.50,2024-09-23
2022-10-18,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Debênture,LOGGA8,CDI,CDI+,100.00,2026-03-20
2022-10-18,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Debênture,LOGGB1,CDI,CDI+,100.00,2027-07-11
2022-10-18,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,Debênture,LOGN12,IPCA,IPCA+,100.00,2029-06-21
2022-10-18,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,Debênture,LOGN13,CDI,CDI+,100.00,2025-05-14
2022-10-18,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,Debênture,LOGN14,CDI,CDI+,100.00,2027-05-05
2022-10-18,92.754.738/0001-62,LOJAS RENNER SA,Debênture,LRENA2,CDI,CDI+,100.00,2022-11-05
2022-10-18,92.754.738/0001-62,LOJAS RENNER SA,Debênture,LRENB1,CDI,CDI+,100.00,2025-02-18
2022-10-18,89.463.822/0001-12,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,Debênture,BRLUPADBO017,TR,Outros,100.00,
2022-10-18,47.960.950/0001-21,MAGAZINE LUIZA SA,Debênture,MGLU19,CDI,CDI+,100.00,2024-01-15
2022-10-18,47.960.950/0001-21,MAGAZINE LUIZA SA,Debênture,MGLUA0,CDI,CDI+,100.00,2026-10-15
2022-10-18,47.960.950/0001-21,MAGAZINE LUIZA SA,Debênture,MGLUA1,CDI,CDI+,100.00,2026-12-23
2022-10-18,03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,Debênture,MRFGA0,CDI,CDI+,100.00,2026-01-15
2022-10-18,03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,Debênture,BRMRFGDBS044,CDI,CDI+,100.00,2027-01-15
2022-10-18,00.090.057/0001-29,MARSIAJ OLIVEIRA SA,Debênture,MARS11,IGPM,Outros,100.00,9999-12-31
2022-10-18,21.254.073/0001-80,COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES,Debênture,CIIT12,IGPM,Outros,100.00,9999-12-31
2022-10-18,00.410.345/0001-13,MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL,Debênture,UNTL12,ANBID,Outros,100.00,9999-12-31
2022-10-18,45.240.538/0001-01,MASSA FALIDA DE OLMA SA OLEOS VEGETAIS,Debênture,OLMA11,ANBID,Outros,100.00,9999-12-31
2022-10-18,07.645.260/0001-63,MASTER SA TEC PLASTICOS,Debênture,MSTR12,IGPM,Outros,100.00,9999-12-31
2022-10-18,17.162.082/0001-73,MENDES JUNIOR ENGENHARIA SA,Debênture,MEND17,IGPM,Outros,100.00,9999-01-01
2022-10-18,33.087.156/0001-00,MESBLA SA,Debênture,MESB13,IGPM,Outros,100.00,9999-12-31
2022-10-18,33.087.156/0001-00,MESBLA SA,Debênture,MESB23,IGPM,Outros,100.00,9999-12-31
2022-10-18,33.087.156/0001-00,MESBLA SA,Debênture,MESB12,TR,Outros,100.00,9999-12-31
2022-10-18,04.821.041/0001-08,METALFRIO SOLUTIONS S/A,Debênture,FRIO11,CDI,CDI+,100.00,2022-12-17
2022-10-18,19.296.342/0001-29,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,Debênture,MMGP14,CDI,CDI+,100.00,2032-07-12
2022-10-18,19.296.342/0001-29,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,Debênture,MMGP15,CDI,CDI+,100.00,2032-07-12
2022-10-18,27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,Debênture,MILS14,CDI,CDI+,100.00,2025-03-03
2022-10-18,27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,Debênture,MILS15,CDI,CDI+,100.00,2024-10-14
2022-10-18,27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,Debênture,MILS16,CDI,CDI+,100.00,2027-03-18
2022-10-18,27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,Debênture,MILS26,CDI,CDI+,100.00,2027-03-18
2022-10-18,33.102.476/0001-92,MONTEIRO ARANHA SA,Debênture,MOAR11,CDI,CDI+,100.00,2024-11-28
2022-10-18,33.102.476/0001-92,MONTEIRO ARANHA SA,Debênture,MOAR12,CDI,CDI+,100.00,2026-11-10
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL27,IPCA,IPCA+,100.00,2025-02-15
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL28,CDI,%CDI,108.30,2022-12-13
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL38,CDI,%CDI,109.50,2022-12-13
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL19,IPCA,IPCA+,100.00,2024-04-15
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL29,CDI,%CDI,106.40,2024-04-15
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL1A,CDI,CDI+,100.00,2026-08-15
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL2A,IPCA,IPCA+,100.00,2031-08-15
2022-10-18,01.417.222/0001-77,MRS LOGÍSTICA S/A,Debênture,MRSL3A,IPCA,IPCA+,100.00,2036-08-15
2022-10-18,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,Debênture,MRVEC1,IPCA,IPCA+,100.00,2024-09-15
2022-10-18,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,Debênture,MRVEA2,CDI,CDI+,100.00,2023-07-05
2022-10-18,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,Debênture,MRVEB2,CDI,CDI+,100.00,2025-07-05
